fund_name,cik,company,ticker,cusip,shares,value,weight,ownership,date,filing_date,industry
"Cormorant Asset Management, LP",0001583977,BIOMEA FUSION INC,BMEA,09077A106,3570872,7605957,0.5719,9.7492,2025-03-31,2025-05-15,PHARMACEUTICAL PREPARATIONS
"Cormorant Asset Management, LP",0001583977,KORRO BIO INC,KRRO,500946108,380303,6621075,0.4978,4.0526,2025-03-31,2025-05-15,PHARMACEUTICAL PREPARATIONS
"Cormorant Asset Management, LP",0001583977,VAXCYTE INC,PCVX,92243G108,175000,6608000,0.4969,0.129,2025-03-31,2025-05-15,"BIOLOGICAL PRODUCTS, (NO DIAGNOSTIC SUBSTANCES)"
"Cormorant Asset Management, LP",0001583977,AARDVARK THERAPEUTICS INC,AARD,002942100,800189,6009419,0.4519,6.0645,2025-03-31,2025-05-15,PHARMACEUTICAL PREPARATIONS
"Cormorant Asset Management, LP",0001583977,MBX BIOSCIENCES INC,MBX,55287L101,700000,5166000,0.3884,2.095,2025-03-31,2025-05-15,PHARMACEUTICAL PREPARATIONS
"Cormorant Asset Management, LP",0001583977,NEWAMSTERDAM PHARMA COMPANY,NAMS,N62509109,250000,5117500,0.3848,0.2153,2025-03-31,2025-05-15,PHARMACEUTICAL PREPARATIONS
"Cormorant Asset Management, LP",0001583977,ENLIVEN THERAPEUTICS INC,ELVN,29337E102,250000,4920000,0.3699,0.5014,2025-03-31,2025-05-15,PHARMACEUTICAL PREPARATIONS
"Cormorant Asset Management, LP",0001583977,PLIANT THERAPEUTICS INC,PLRX,729139105,3000000,4050000,0.3045,4.9001,2025-03-31,2025-05-15,PHARMACEUTICAL PREPARATIONS
"Cormorant Asset Management, LP",0001583977,JANUX THERAPEUTICS INC,JANX,47103J105,150000,4050000,0.3045,0.2428,2025-03-31,2025-05-15,PHARMACEUTICAL PREPARATIONS
"Cormorant Asset Management, LP",0001583977,KALA BIO INC,KALA,483119202,603027,3455345,0.2598,9.5027,2025-03-31,2025-05-15,PHARMACEUTICAL PREPARATIONS
"Cormorant Asset Management, LP",0001583977,STOKE THERAPEUTICS INC,STOK,86150R107,254161,1690171,0.1271,0.4392,2025-03-31,2025-05-15,PHARMACEUTICAL PREPARATIONS
"Cormorant Asset Management, LP",0001583977,BIOHAVEN LTD,BHVN,G1110E107,10000,240400,0.0181,0.0098,2025-03-31,2025-05-15,PHARMACEUTICAL PREPARATIONS
"Cormorant Asset Management, LP",0001583977,VERVE THERAPEUTICS INC,VERV,92539P101,0,0,0.0,0.0,2025-03-31,2025-05-15,PHARMACEUTICAL PREPARATIONS
"Cormorant Asset Management, LP",0001583977,VYNE THERAPEUTICS INC,VYNE,92941V308,0,0,0.0,0.0,2025-03-31,2025-05-15,PHARMACEUTICAL PREPARATIONS
"Cormorant Asset Management, LP",0001583977,UROGEN PHARMA LTD,URGN,M96088105,0,0,0.0,0.0,2025-03-31,2025-05-15,PHARMACEUTICAL PREPARATIONS
"Cormorant Asset Management, LP",0001583977,SEPTERNA INC,,81734D104,0,0,0.0,0.0,2025-03-31,2025-05-15,
"Cormorant Asset Management, LP",0001583977,RAPT THERAPEUTICS INC,RAPT,75382E109,0,0,0.0,0.0,2025-03-31,2025-05-15,PHARMACEUTICAL PREPARATIONS
"Cormorant Asset Management, LP",0001583977,IMMUNITYBIO INC,IBRX,45256X103,0,0,0.0,0.0,2025-03-31,2025-05-15,"BIOLOGICAL PRODUCTS, (NO DIAGNOSTIC SUBSTANCES)"
"Cormorant Asset Management, LP",0001583977,ARRIVENT BIOPHARMA INC,AVBP,04272N102,0,0,0.0,0.0,2025-03-31,2025-05-15,PHARMACEUTICAL PREPARATIONS
"Cormorant Asset Management, LP",0001583977,ARTIVA BIOTHERAPEUTICS INC,ARTV,04317A107,0,0,0.0,0.0,2025-03-31,2025-05-15,"BIOLOGICAL PRODUCTS, (NO DIAGNOSTIC SUBSTANCES)"
"Cormorant Asset Management, LP",0001583977,Y-MABS THERAPEUTICS INC,YMAB,984241109,0,0,0.0,0.0,2025-03-31,2025-05-15,PHARMACEUTICAL PREPARATIONS
"Cormorant Asset Management, LP",0001583977,OMEROS CORP,OMER,682143102,0,0,0.0,0.0,2025-03-31,2025-05-15,PHARMACEUTICAL PREPARATIONS
"Darwin Global Management, Ltd.",0001839209,INSMED INC,INSM,457669307,15397975,1200888070,82.08,8.5138,2025-03-31,2025-05-15,PHARMACEUTICAL PREPARATIONS
"Darwin Global Management, Ltd.",0001839209,VERONA PHARMA PLC,VRNA,925050106,3923204,245984891,16.8129,0.5774,2025-03-31,2025-05-15,PHARMACEUTICAL PREPARATIONS
"Darwin Global Management, Ltd.",0001839209,ALLOGENE THERAPEUTICS INC,ALLO,019770106,10449791,16197176,1.1071,4.8523,2025-03-31,2025-05-15,"BIOLOGICAL PRODUCTS, (NO DIAGNOSTIC SUBSTANCES)"
"Darwin Global Management, Ltd.",0001839209,JAZZ PHARMACEUTICALS PLC,JAZZ,G50871105,0,0,0.0,0.0,2025-03-31,2025-05-15,PHARMACEUTICAL PREPARATIONS
"Darwin Global Management, Ltd.",0001839209,GERON CORP,GERN,374163103,0,0,0.0,0.0,2025-03-31,2025-05-15,PHARMACEUTICAL PREPARATIONS
"Darwin Global Management, Ltd.",0001839209,KEROS THERAPEUTICS INC,KROS,492327101,0,0,0.0,0.0,2025-03-31,2025-05-15,PHARMACEUTICAL PREPARATIONS
"Darwin Global Management, Ltd.",0001839209,NURIX THERAPEUTICS INC,NRIX,67080M103,0,0,0.0,0.0,2025-03-31,2025-05-15,PHARMACEUTICAL PREPARATIONS
"Frazier Life Sciences Management, L.P.",0001892134,NEWAMSTERDAM PHARMA COMPANY,NAMS,N62509109,16116418,329903076,15.0785,13.8785,2025-03-31,2025-05-15,PHARMACEUTICAL PREPARATIONS
"Frazier Life Sciences Management, L.P.",0001892134,MIRUM PHARMACEUTICALS INC,MIRM,604749101,6795121,306120201,13.9915,13.8991,2025-03-31,2025-05-15,PHARMACEUTICAL PREPARATIONS
"Frazier Life Sciences Management, L.P.",0001892134,VERONA PHARMA PLC,VRNA,925050106,3457850,219538897,10.0342,0.509,2025-03-31,2025-05-15,PHARMACEUTICAL PREPARATIONS
"Frazier Life Sciences Management, L.P.",0001892134,ARCUTIS BIOTHERAPEUTICS INC,ARQT,03969K108,8785284,137401842,6.2801,6.9704,2025-03-31,2025-05-15,PHARMACEUTICAL PREPARATIONS
"Frazier Life Sciences Management, L.P.",0001892134,BRIDGEBIO PHARMA INC,BBIO,10806X102,3800457,131381798,6.0049,1.9987,2025-03-31,2025-05-15,PHARMACEUTICAL PREPARATIONS
"Frazier Life Sciences Management, L.P.",0001892134,KRYSTAL BIOTECH INC,KRYS,501147102,688460,124129338,5.6734,2.3892,2025-03-31,2025-05-15,"BIOLOGICAL PRODUCTS, (NO DIAGNOSTIC SUBSTANCES)"
"Frazier Life Sciences Management, L.P.",0001892134,DISC MEDICINE INC,IRON,254604101,1754834,87109960,3.9814,5.2659,2025-03-31,2025-05-15,BLANK CHECKS
"Frazier Life Sciences Management, L.P.",0001892134,TARSUS PHARMACEUTICALS INC,TARS,87650L103,1397527,71790962,3.2813,3.5519,2025-03-31,2025-05-15,"BIOLOGICAL PRODUCTS, (NO DIAGNOSTIC SUBSTANCES)"
"Frazier Life Sciences Management, L.P.",0001892134,TREVI THERAPEUTICS INC,TRVI,89532M101,10259409,64531683,2.9495,8.7232,2025-03-31,2025-05-15,PHARMACEUTICAL PREPARATIONS
"Frazier Life Sciences Management, L.P.",0001892134,PHATHOM PHARMACEUTICALS INC,PHAT,71722W107,10109279,63385179,2.8971,14.0466,2025-03-31,2025-05-15,PHARMACEUTICAL PREPARATIONS
"Frazier Life Sciences Management, L.P.",0001892134,KALVISTA PHARMACEUTICALS INC,KALV,483497103,4887867,56405985,2.5781,9.2857,2025-03-31,2025-05-15,PHARMACEUTICAL PREPARATIONS
"Frazier Life Sciences Management, L.P.",0001892134,MAZE THERAPEUTICS INC,MAZE,578784100,4129001,45460301,2.0778,14.4227,2025-03-31,2025-05-15,"BIOLOGICAL PRODUCTS, (NO DIAGNOSTIC SUBSTANCES)"
"Frazier Life Sciences Management, L.P.",0001892134,MBX BIOSCIENCES INC,MBX,55287L101,5985347,44171861,2.0189,17.9136,2025-03-31,2025-05-15,PHARMACEUTICAL PREPARATIONS
"Frazier Life Sciences Management, L.P.",0001892134,RHYTHM PHARMACEUTICALS INC,RYTM,76243J105,678760,35953917,1.6433,1.0764,2025-03-31,2025-05-15,PHARMACEUTICAL PREPARATIONS
"Frazier Life Sciences Management, L.P.",0001892134,SOLENO THERAPEUTICS INC,SLNO,834203309,499159,35664911,1.6301,1.0809,2025-03-31,2025-05-15,ELECTROMEDICAL & ELECTROTHERAPEUTIC APPARATUS
"Frazier Life Sciences Management, L.P.",0001892134,REVOLUTION MEDICINES INC,RVMD,76155X100,997455,35270009,1.612,0.5301,2025-03-31,2025-05-15,"BIOLOGICAL PRODUCTS, (NO DIAGNOSTIC SUBSTANCES)"
"Frazier Life Sciences Management, L.P.",0001892134,SAVARA INC,SVRA,805111101,11462301,31750574,1.4512,5.7834,2025-03-31,2025-05-15,PHARMACEUTICAL PREPARATIONS
"Frazier Life Sciences Management, L.P.",0001892134,AGIOS PHARMACEUTICALS INC,AGIO,00847X104,1069854,31346722,1.4327,1.8619,2025-03-31,2025-05-15,PHARMACEUTICAL PREPARATIONS
"Frazier Life Sciences Management, L.P.",0001892134,ERASCA INC,ERAS,29479A108,22575851,30928916,1.4136,0.797,2025-03-31,2025-05-15,PHARMACEUTICAL PREPARATIONS
"Frazier Life Sciences Management, L.P.",0001892134,ULTRAGENYX PHARMACEUTICAL IN,RARE,90400D108,658715,23852070,1.0902,0.6841,2025-03-31,2025-05-15,PHARMACEUTICAL PREPARATIONS
"Frazier Life Sciences Management, L.P.",0001892134,ASCENDIS PHARMA A/S,ASND,04351P101,133333,20781281,0.9498,0.2222,2025-03-31,2025-05-15,PHARMACEUTICAL PREPARATIONS
"Frazier Life Sciences Management, L.P.",0001892134,VAXCYTE INC,PCVX,92243G108,539405,20367933,0.9309,0.3975,2025-03-31,2025-05-15,"BIOLOGICAL PRODUCTS, (NO DIAGNOSTIC SUBSTANCES)"
"Frazier Life Sciences Management, L.P.",0001892134,ALKERMES PLC,ALKS,G01767105,601129,19849280,0.9072,0.3679,2025-03-31,2025-05-15,PHARMACEUTICAL PREPARATIONS
"Frazier Life Sciences Management, L.P.",0001892134,PALVELLA THERAPEUTICS INC NE,PVLA,697947109,690012,19313436,0.8827,30.9988,2025-03-31,2025-05-15,PHARMACEUTICAL PREPARATIONS
"Frazier Life Sciences Management, L.P.",0001892134,CG ONCOLOGY INC,CGON,156944100,770000,18857300,0.8619,1.0107,2025-03-31,2025-05-15,"BIOLOGICAL PRODUCTS, (NO DIAGNOSTIC SUBSTANCES)"
"Frazier Life Sciences Management, L.P.",0001892134,MEREO BIOPHARMA GROUP PLC,MREO,589492107,7819863,17594692,0.8042,0.9971,2025-03-31,2025-05-15,PHARMACEUTICAL PREPARATIONS
"Frazier Life Sciences Management, L.P.",0001892134,MERUS N V,MRUS,N5749R100,373100,15703779,0.7178,0.5406,2025-03-31,2025-05-15,PHARMACEUTICAL PREPARATIONS
"Frazier Life Sciences Management, L.P.",0001892134,AVIDITY BIOSCIENCES INC,RNA,05370A108,525000,15498000,0.7083,0.4062,2025-03-31,2025-05-15,PHARMACEUTICAL PREPARATIONS
"Frazier Life Sciences Management, L.P.",0001892134,HILLEVAX INC,HLVX,43157M102,10617062,15394740,0.7036,21.2423,2025-03-31,2025-05-15,"BIOLOGICAL PRODUCTS, (NO DIAGNOSTIC SUBSTANCES)"
"Frazier Life Sciences Management, L.P.",0001892134,DYNE THERAPEUTICS INC,DYN,26818M108,1443341,15097347,0.69,1.3132,2025-03-31,2025-05-15,PHARMACEUTICAL PREPARATIONS
"Frazier Life Sciences Management, L.P.",0001892134,ZAI LAB LTD,ZLAB,98887Q104,350000,12649000,0.5781,0.3238,2025-03-31,2025-05-15,PHARMACEUTICAL PREPARATIONS
"Frazier Life Sciences Management, L.P.",0001892134,IMMUNOCORE HLDGS PLC,IMCR,45258D105,301170,8935714,0.4084,0.6013,2025-03-31,2025-05-15,"BIOLOGICAL PRODUCTS, (NO DIAGNOSTIC SUBSTANCES)"
"Frazier Life Sciences Management, L.P.",0001892134,ORIC PHARMACEUTICALS INC,ORIC,68622P109,1410193,7868877,0.3597,1.9851,2025-03-31,2025-05-15,PHARMACEUTICAL PREPARATIONS
"Frazier Life Sciences Management, L.P.",0001892134,ACADIA PHARMACEUTICALS INC,ACAD,004225108,470338,7812314,0.3571,0.282,2025-03-31,2025-05-15,PHARMACEUTICAL PREPARATIONS
"Frazier Life Sciences Management, L.P.",0001892134,DESIGN THERAPEUTICS INC,DSGN,25056L103,1953547,7540691,0.3447,3.4419,2025-03-31,2025-05-15,PHARMACEUTICAL PREPARATIONS
"Frazier Life Sciences Management, L.P.",0001892134,ROCKET PHARMACEUTICALS INC,RCKT,77313F106,1079025,7197097,0.3289,0.9801,2025-03-31,2025-05-15,PHARMACEUTICAL PREPARATIONS
"Frazier Life Sciences Management, L.P.",0001892134,AUTOLUS THERAPEUTICS PLC,AUTL,05280R100,4623324,7166152,0.3275,1.7373,2025-03-31,2025-05-15,"BIOLOGICAL PRODUCTS, (NO DIAGNOSTIC SUBSTANCES)"
"Frazier Life Sciences Management, L.P.",0001892134,ORUKA THERAPEUTICS INC,ORKA,687604108,583327,5984935,0.2735,1.3996,2025-03-31,2025-05-15,
"Frazier Life Sciences Management, L.P.",0001892134,ALLOGENE THERAPEUTICS INC,ALLO,019770106,3868750,5648375,0.2582,1.7964,2025-03-31,2025-05-15,"BIOLOGICAL PRODUCTS, (NO DIAGNOSTIC SUBSTANCES)"
"Frazier Life Sciences Management, L.P.",0001892134,IMMATICS N.V,IMTX,N44445109,1247911,5628079,0.2572,1.1801,2025-03-31,2025-05-15,"BIOLOGICAL PRODUCTS, (NO DIAGNOSTIC SUBSTANCES)"
"Frazier Life Sciences Management, L.P.",0001892134,COGENT BIOSCIENCES INC,COGT,19240Q201,936576,5610090,0.2564,0.8266,2025-03-31,2025-05-15,PHARMACEUTICAL PREPARATIONS
"Frazier Life Sciences Management, L.P.",0001892134,ADVERUM BIOTECHNOLOGIES INC,ADVM,00773U207,1069244,4672596,0.2136,5.1067,2025-03-31,2025-05-15,"BIOLOGICAL PRODUCTS, (NO DIAGNOSTIC SUBSTANCES)"
"Frazier Life Sciences Management, L.P.",0001892134,NEWAMSTERDAM PHARMA COMPANY,,N62509117,500333,4497994,0.2056,0.0,2025-03-31,2025-05-15,
"Frazier Life Sciences Management, L.P.",0001892134,MACROGENICS INC,MGNX,556099109,3175665,4033095,0.1843,5.0435,2025-03-31,2025-05-15,PHARMACEUTICAL PREPARATIONS
"Frazier Life Sciences Management, L.P.",0001892134,LEXEO THERAPEUTICS INC,LXEO,52886X107,955515,3315637,0.1515,2.8855,2025-03-31,2025-05-15,"BIOLOGICAL PRODUCTS, (NO DIAGNOSTIC SUBSTANCES)"
"Frazier Life Sciences Management, L.P.",0001892134,SILENCE THERAPEUTICS PLC,SLN,82686Q101,1148591,3239027,0.148,0.8107,2025-03-31,2025-05-15,PHARMACEUTICAL PREPARATIONS
"Frazier Life Sciences Management, L.P.",0001892134,ELEVATION ONCOLOGY INC,ELEV,28623U101,5993579,1552936,0.071,10.1376,2025-03-31,2025-05-15,"BIOLOGICAL PRODUCTS, (NO DIAGNOSTIC SUBSTANCES)"
"Frazier Life Sciences Management, L.P.",0001892134,89BIO INC,ETNB,282559103,0,0,0.0,0.0,2025-03-31,2025-05-15,PHARMACEUTICAL PREPARATIONS
"Frazier Life Sciences Management, L.P.",0001892134,PLIANT THERAPEUTICS INC,PLRX,729139105,0,0,0.0,0.0,2025-03-31,2025-05-15,PHARMACEUTICAL PREPARATIONS
"Frazier Life Sciences Management, L.P.",0001892134,ANAPTYSBIO INC,ANAB,032724106,0,0,0.0,0.0,2025-03-31,2025-05-15,PHARMACEUTICAL PREPARATIONS
"Frazier Life Sciences Management, L.P.",0001892134,ARVINAS INC,ARVN,04335A105,0,0,0.0,0.0,2025-03-31,2025-05-15,PHARMACEUTICAL PREPARATIONS
"Frazier Life Sciences Management, L.P.",0001892134,DAY ONE BIOPHARMACEUTICALS I,DAWN,23954D109,0,0,0.0,0.0,2025-03-31,2025-05-15,PHARMACEUTICAL PREPARATIONS
"Frazier Life Sciences Management, L.P.",0001892134,EDGEWISE THERAPEUTICS INC,EWTX,28036F105,0,0,0.0,0.0,2025-03-31,2025-05-15,PHARMACEUTICAL PREPARATIONS
"Frazier Life Sciences Management, L.P.",0001892134,ELEDON PHARMACEUTICALS INC,ELDN,28617K101,0,0,0.0,0.0,2025-03-31,2025-05-15,PHARMACEUTICAL PREPARATIONS
Logos Global Management LP,0001792126,IDEAYA BIOSCIENCES INC,IDYA,45166A102,3500000,57330000,10.1913,3.9612,2025-03-31,2025-05-15,PHARMACEUTICAL PREPARATIONS
Logos Global Management LP,0001792126,REVOLUTION MEDICINES INC,RVMD,76155X100,1600000,56576000,10.0572,0.8504,2025-03-31,2025-05-15,"BIOLOGICAL PRODUCTS, (NO DIAGNOSTIC SUBSTANCES)"
Logos Global Management LP,0001792126,AKERO THERAPEUTICS INC,AKRO,00973Y108,1200000,48576000,8.6351,1.5256,2025-03-31,2025-05-15,PHARMACEUTICAL PREPARATIONS
Logos Global Management LP,0001792126,JANUX THERAPEUTICS INC,JANX,47103J105,1650000,44550000,7.9194,2.6703,2025-03-31,2025-05-15,PHARMACEUTICAL PREPARATIONS
Logos Global Management LP,0001792126,NUVALENT INC,NUVL,670703107,500000,35460000,6.3035,0.6983,2025-03-31,2025-05-15,PHARMACEUTICAL PREPARATIONS
Logos Global Management LP,0001792126,TEVA PHARMACEUTICAL INDS LTD,,881624209,1700000,26129000,4.6448,0.0,2025-03-31,2025-05-15,
Logos Global Management LP,0001792126,XENON PHARMACEUTICALS INC,,98420N105,650000,21807500,3.8766,0.0,2025-03-31,2025-05-15,
Logos Global Management LP,0001792126,KEROS THERAPEUTICS INC,,492327101,2000000,20380000,3.6228,0.0,2025-03-31,2025-05-15,
Logos Global Management LP,0001792126,DISC MEDICINE INC,,254604101,394342,19575137,3.4798,0.0,2025-03-31,2025-05-15,
Logos Global Management LP,0001792126,BIONTECH SE,,09075V102,200000,18212000,3.2375,0.0,2025-03-31,2025-05-15,
Logos Global Management LP,0001792126,89BIO INC,ETNB,282559103,2500000,18175000,3.2309,1.7081,2025-03-31,2025-05-15,PHARMACEUTICAL PREPARATIONS
Logos Global Management LP,0001792126,SOLENO THERAPEUTICS INC,,834203309,250000,17862500,3.1753,0.0,2025-03-31,2025-05-15,
Logos Global Management LP,0001792126,ERASCA INC,,29479A108,13000000,17810000,3.166,0.0,2025-03-31,2025-05-15,
Logos Global Management LP,0001792126,OCULAR THERAPEUTIX INC,,67576A100,2300000,16859000,2.9969,0.0,2025-03-31,2025-05-15,
Logos Global Management LP,0001792126,DESIGN THERAPEUTICS INC,DSGN,25056L103,4217627,16280040,2.894,7.4309,2025-03-31,2025-05-15,PHARMACEUTICAL PREPARATIONS
Logos Global Management LP,0001792126,MOONLAKE IMMUNOTHERAPEUTICS,,61559X104,350000,13674500,2.4308,0.0,2025-03-31,2025-05-15,
Logos Global Management LP,0001792126,GERON CORP,GERN,374163103,8000000,12720000,2.2612,1.2014,2025-03-31,2025-05-15,PHARMACEUTICAL PREPARATIONS
Logos Global Management LP,0001792126,OLEMA PHARMACEUTICALS INC,OLMA,68062P106,3208875,12065370,2.1448,5.4625,2025-03-31,2025-05-15,PHARMACEUTICAL PREPARATIONS
Logos Global Management LP,0001792126,CRINETICS PHARMACEUTICALS IN,,22663K107,350000,11739000,2.0868,0.0,2025-03-31,2025-05-15,
Logos Global Management LP,0001792126,AVIDITY BIOSCIENCES INC,,05370A108,350000,10332000,1.8367,0.0,2025-03-31,2025-05-15,
Logos Global Management LP,0001792126,MAZE THERAPEUTICS INC,,578784100,936914,10315423,1.8337,0.0,2025-03-31,2025-05-15,
Logos Global Management LP,0001792126,ANNEXON INC,ANNX,03589W102,4000000,7720000,1.3723,2.7007,2025-03-31,2025-05-15,PHARMACEUTICAL PREPARATIONS
Logos Global Management LP,0001792126,STRUCTURE THERAPEUTICS INC,GPCR,86366E106,425000,7356750,1.3078,0.0742,2025-03-31,2025-05-15,PHARMACEUTICAL PREPARATIONS
Logos Global Management LP,0001792126,COMPASS PATHWAYS PLC,,20451W101,2000000,5720000,1.0168,0.0,2025-03-31,2025-05-15,
Logos Global Management LP,0001792126,DYNE THERAPEUTICS INC,DYN,26818M108,500000,5230000,0.9297,0.4549,2025-03-31,2025-05-15,PHARMACEUTICAL PREPARATIONS
Logos Global Management LP,0001792126,ENLIVEN THERAPEUTICS INC,ELVN,29337E102,240000,4723200,0.8396,0.4814,2025-03-31,2025-05-15,PHARMACEUTICAL PREPARATIONS
Logos Global Management LP,0001792126,IMMUNOVANT INC,,45258J102,275000,4699750,0.8355,0.0,2025-03-31,2025-05-15,
Logos Global Management LP,0001792126,AEROVATE THERAPEUTICS INC,AVTE,008064107,1400000,3514000,0.6247,0.138,2025-03-31,2025-05-15,PHARMACEUTICAL PREPARATIONS
Logos Global Management LP,0001792126,ACLARIS THERAPEUTICS INC,,00461U105,2222222,3400000,0.6044,0.0,2025-03-31,2025-05-15,
Logos Global Management LP,0001792126,UNICYCIVE THERAPEUTICS INC,UNCY,90466Y103,5078927,2919875,0.5191,0.7582,2025-03-31,2025-05-15,PHARMACEUTICAL PREPARATIONS
Logos Global Management LP,0001792126,TREVI THERAPEUTICS INC,,89532M101,424715,2671457,0.4749,0.0,2025-03-31,2025-05-15,
Logos Global Management LP,0001792126,ASTRIA THERAPEUTICS INC,,04635X102,500000,2670000,0.4746,0.0,2025-03-31,2025-05-15,
Logos Global Management LP,0001792126,RAPPORT THERAPEUTICS INC,,75383L102,208910,2095367,0.3725,0.0,2025-03-31,2025-05-15,
Logos Global Management LP,0001792126,GLYCOMIMETICS INC,GLYC,38000Q102,5400000,1134000,0.2016,8.375,2025-03-31,2025-05-15,PHARMACEUTICAL PREPARATIONS
Logos Global Management LP,0001792126,SEPTERNA INC,SEPN,81734D104,134202,777030,0.1381,0.4144,2025-03-31,2025-05-15,PHARMACEUTICAL PREPARATIONS
Logos Global Management LP,0001792126,ALLAKOS INC,,01671P100,2900000,660040,0.1173,0.0,2025-03-31,2025-05-15,
Logos Global Management LP,0001792126,ARTIVA BIOTHERAPEUTICS INC,,04317A107,145089,435267,0.0774,0.0,2025-03-31,2025-05-15,
Logos Global Management LP,0001792126,SOLID BIOSCIENCES INC,,83422E204,100000,370000,0.0658,0.0,2025-03-31,2025-05-15,
Logos Global Management LP,0001792126,NUVATION BIO INC,NUVB-WT,67080N119,66666,15920,0.0028,0.0197,2025-03-31,2025-05-15,PHARMACEUTICAL PREPARATIONS
Logos Global Management LP,0001792126,CYTOKINETICS INC,CYTK,23282W605,0,0,0.0,0.0,2025-03-31,2025-05-15,PHARMACEUTICAL PREPARATIONS
Logos Global Management LP,0001792126,EDGEWISE THERAPEUTICS INC,EWTX,28036F105,0,0,0.0,0.0,2025-03-31,2025-05-15,PHARMACEUTICAL PREPARATIONS
Logos Global Management LP,0001792126,ATYR PHARMA INC,LIFE,002120202,0,0,0.0,0.0,2025-03-31,2025-05-15,"BIOLOGICAL PRODUCTS, (NO DIAGNOSTIC SUBSTANCES)"
Logos Global Management LP,0001792126,MERUS N V,MRUS,N5749R100,0,0,0.0,0.0,2025-03-31,2025-05-15,PHARMACEUTICAL PREPARATIONS
Logos Global Management LP,0001792126,NEUROCRINE BIOSCIENCES INC,NBIX,64125C109,0,0,0.0,0.0,2025-03-31,2025-05-15,"BIOLOGICAL PRODUCTS, (NO DIAGNOSTIC SUBSTANCES)"
Logos Global Management LP,0001792126,SPYRE THERAPEUTICS INC,SYRE,00773J202,0,0,0.0,0.0,2025-03-31,2025-05-15,PHARMACEUTICAL PREPARATIONS
Logos Global Management LP,0001792126,TRAVERE THERAPEUTICS INC,TVTX,89422G107,0,0,0.0,0.0,2025-03-31,2025-05-15,PHARMACEUTICAL PREPARATIONS
Logos Global Management LP,0001792126,VAXCYTE INC,PCVX,92243G108,0,0,0.0,0.0,2025-03-31,2025-05-15,"BIOLOGICAL PRODUCTS, (NO DIAGNOSTIC SUBSTANCES)"
Logos Global Management LP,0001792126,VERA THERAPEUTICS INC,VERA,92337R101,0,0,0.0,0.0,2025-03-31,2025-05-15,PHARMACEUTICAL PREPARATIONS
Logos Global Management LP,0001792126,APOGEE THERAPEUTICS INC,APGE,03770N101,0,0,0.0,0.0,2025-03-31,2025-05-15,"BIOLOGICAL PRODUCTS, (NO DIAGNOSTIC SUBSTANCES)"
Logos Global Management LP,0001792126,JAZZ PHARMACEUTICALS PLC,JAZZ,G50871105,0,0,0.0,0.0,2025-03-31,2025-05-15,PHARMACEUTICAL PREPARATIONS
Logos Global Management LP,0001792126,INSMED INC,INSM,457669307,0,0,0.0,0.0,2025-03-31,2025-05-15,PHARMACEUTICAL PREPARATIONS
Logos Global Management LP,0001792126,PLIANT THERAPEUTICS INC,PLRX,729139105,0,0,0.0,0.0,2025-03-31,2025-05-15,PHARMACEUTICAL PREPARATIONS
Logos Global Management LP,0001792126,Y-MABS THERAPEUTICS INC,YMAB,984241109,0,0,0.0,0.0,2025-03-31,2025-05-15,PHARMACEUTICAL PREPARATIONS
Logos Global Management LP,0001792126,ALKERMES PLC,ALKS,G01767105,0,0,0.0,0.0,2025-03-31,2025-05-15,PHARMACEUTICAL PREPARATIONS
Logos Global Management LP,0001792126,APELLIS PHARMACEUTICALS INC,APLS,03753U106,0,0,0.0,0.0,2025-03-31,2025-05-15,PHARMACEUTICAL PREPARATIONS
Logos Global Management LP,0001792126,ARVINAS INC,ARVN,04335A105,0,0,0.0,0.0,2025-03-31,2025-05-15,PHARMACEUTICAL PREPARATIONS
Logos Global Management LP,0001792126,BLUEPRINT MEDICINES CORP,BPMC,09627Y109,0,0,0.0,0.0,2025-03-31,2025-05-15,PHARMACEUTICAL PREPARATIONS
Logos Global Management LP,0001792126,BRIGHT MINDS BIOSCIENCES INC,DRUG,10919W405,0,0,0.0,0.0,2025-03-31,2025-05-15,PHARMACEUTICAL PREPARATIONS
Lynx1 Capital Management LP,0001910456,GH RESEARCH PLC,GHRS,G3855L106,6443940,71076658,25.4541,11.1049,2025-03-31,2025-05-15,PHARMACEUTICAL PREPARATIONS
Lynx1 Capital Management LP,0001910456,MERUS N V,MRUS,N5749R100,1568841,66032518,23.6477,2.2731,2025-03-31,2025-05-15,PHARMACEUTICAL PREPARATIONS
Lynx1 Capital Management LP,0001910456,PROTAGONIST THERAPEUTICS INC,PTGX,74366E102,733014,35448557,12.6949,1.1642,2025-03-31,2025-05-15,PHARMACEUTICAL PREPARATIONS
Lynx1 Capital Management LP,0001910456,STOKE THERAPEUTICS INC,STOK,86150R107,5291929,35191328,12.6028,9.1457,2025-03-31,2025-05-15,PHARMACEUTICAL PREPARATIONS
Lynx1 Capital Management LP,0001910456,CULLINAN THERAPEUTICS INC,CGEM,230031106,3215722,24343016,8.7178,5.4895,2025-03-31,2025-05-15,"BIOLOGICAL PRODUCTS, (NO DIAGNOSTIC SUBSTANCES)"
Lynx1 Capital Management LP,0001910456,ALLOGENE THERAPEUTICS INC,ALLO,019770106,11057009,16143233,5.7812,5.1342,2025-03-31,2025-05-15,"BIOLOGICAL PRODUCTS, (NO DIAGNOSTIC SUBSTANCES)"
