fund_name,cik,company,ticker,cusip,shares,value,weight,ownership,date,filing_date,industry
"Cormorant Asset Management, LP",0001583977,ARCUTIS BIOTHERAPEUTICS INC,ARQT,03969K108,1825000,25422250,1.3962,1.4682,2024-12-31,2025-02-14,PHARMACEUTICAL PREPARATIONS
"Cormorant Asset Management, LP",0001583977,RHYTHM PHARMACEUTICALS INC,RYTM,76243J105,400000,22392000,1.2297,0.6534,2024-12-31,2025-02-14,PHARMACEUTICAL PREPARATIONS
"Cormorant Asset Management, LP",0001583977,CG ONCOLOGY INC,CGON,156944100,775000,22227000,1.2207,1.1542,2024-12-31,2025-02-14,"BIOLOGICAL PRODUCTS, (NO DIAGNOSTIC SUBSTANCES)"
"Cormorant Asset Management, LP",0001583977,CARGO THERAPEUTICS INC,CRGX,14179K101,1182563,17052558,0.9365,2.481,2024-12-31,2025-02-14,"BIOLOGICAL PRODUCTS, (NO DIAGNOSTIC SUBSTANCES)"
"Cormorant Asset Management, LP",0001583977,ALUMIS INC,ALMS,022307102,2147396,16878533,0.927,3.995,2024-12-31,2025-02-14,PHARMACEUTICAL PREPARATIONS
"Cormorant Asset Management, LP",0001583977,ONKURE THERAPEUTICS INC,,68277Q105,1837739,15804555,0.868,0.0,2024-12-31,2025-02-14,
"Cormorant Asset Management, LP",0001583977,ARRIVENT BIOPHARMA INC,AVBP,04272N102,585462,15596708,0.8566,1.7434,2024-12-31,2025-02-14,PHARMACEUTICAL PREPARATIONS
"Cormorant Asset Management, LP",0001583977,ABIVAX SA,ABVX,00370M103,2130000,15591600,0.8563,4.9459,2024-12-31,2025-02-14,PHARMACEUTICAL PREPARATIONS
"Cormorant Asset Management, LP",0001583977,ENGENE HOLDINGS INC,ENGN,29286M105,2323595,15451907,0.8486,4.5581,2024-12-31,2025-02-14,"BIOLOGICAL PRODUCTS, (NO DIAGNOSTIC SUBSTANCES)"
"Cormorant Asset Management, LP",0001583977,BIOAGE LABS INC,BIOA,09077V100,2629529,15224973,0.8361,8.6229,2024-12-31,2025-02-14,PHARMACEUTICAL PREPARATIONS
"Cormorant Asset Management, LP",0001583977,BIOMEA FUSION INC,BMEA,09077A106,3570872,13854983,0.7609,9.8586,2024-12-31,2025-02-14,PHARMACEUTICAL PREPARATIONS
"Cormorant Asset Management, LP",0001583977,MBX BIOSCIENCES INC,,55287L101,700000,12901000,0.7085,0.0,2024-12-31,2025-02-14,
"Cormorant Asset Management, LP",0001583977,SEPTERNA INC,,81734D104,560000,12824000,0.7043,0.0,2024-12-31,2025-02-14,
"Cormorant Asset Management, LP",0001583977,IMMUNITYBIO INC,IBRX,45256X103,3000000,7680000,0.4218,0.4311,2024-12-31,2025-02-14,"BIOLOGICAL PRODUCTS, (NO DIAGNOSTIC SUBSTANCES)"
"Cormorant Asset Management, LP",0001583977,ENLIVEN THERAPEUTICS INC,ELVN,29337E102,250000,5625000,0.3089,0.5179,2024-12-31,2025-02-14,PHARMACEUTICAL PREPARATIONS
"Cormorant Asset Management, LP",0001583977,ARS PHARMACEUTICALS INC,SPRY,82835W108,500000,5275000,0.2897,0.5153,2024-12-31,2025-02-14,PHARMACEUTICAL PREPARATIONS
"Cormorant Asset Management, LP",0001583977,VYNE THERAPEUTICS INC,VYNE,92941V308,1394336,4671026,0.2565,3.274,2024-12-31,2025-02-14,PHARMACEUTICAL PREPARATIONS
"Cormorant Asset Management, LP",0001583977,KALA BIO INC,KALA,483119202,603027,4185007,0.2298,12.8451,2024-12-31,2025-02-14,PHARMACEUTICAL PREPARATIONS
"Cormorant Asset Management, LP",0001583977,GH RESEARCH PLC,GHRS,G3855L106,593043,4151301,0.228,1.1399,2024-12-31,2025-02-14,PHARMACEUTICAL PREPARATIONS
"Cormorant Asset Management, LP",0001583977,Y-MABS THERAPEUTICS INC,YMAB,984241109,425000,3327750,0.1828,0.9523,2024-12-31,2025-02-14,PHARMACEUTICAL PREPARATIONS
"Cormorant Asset Management, LP",0001583977,UROGEN PHARMA LTD,URGN,M96088105,300000,3195000,0.1755,0.6961,2024-12-31,2025-02-14,PHARMACEUTICAL PREPARATIONS
"Cormorant Asset Management, LP",0001583977,OMEROS CORP,OMER,682143102,300000,2964000,0.1628,0.5177,2024-12-31,2025-02-14,PHARMACEUTICAL PREPARATIONS
"Cormorant Asset Management, LP",0001583977,STOKE THERAPEUTICS INC,STOK,86150R107,254161,2803396,0.154,0.4511,2024-12-31,2025-02-14,PHARMACEUTICAL PREPARATIONS
"Cormorant Asset Management, LP",0001583977,BIOHAVEN LTD,BHVN,G1110E107,55539,2074382,0.1139,0.0589,2024-12-31,2025-02-14,PHARMACEUTICAL PREPARATIONS
"Cormorant Asset Management, LP",0001583977,VERVE THERAPEUTICS INC,VERV,92539P101,350000,1974000,0.1084,0.4155,2024-12-31,2025-02-14,PHARMACEUTICAL PREPARATIONS
"Cormorant Asset Management, LP",0001583977,ARTIVA BIOTHERAPEUTICS INC,ARTV,04317A107,103633,1044621,0.0574,0.9205,2024-12-31,2025-02-14,"BIOLOGICAL PRODUCTS, (NO DIAGNOSTIC SUBSTANCES)"
"Cormorant Asset Management, LP",0001583977,RAPT THERAPEUTICS INC,RAPT,75382E109,200000,316000,0.0174,0.5141,2024-12-31,2025-02-14,PHARMACEUTICAL PREPARATIONS
"Cormorant Asset Management, LP",0001583977,ANAPTYSBIO INC,ANAB,032724106,0,0,0.0,0.0,2024-12-31,2025-02-14,PHARMACEUTICAL PREPARATIONS
"Cormorant Asset Management, LP",0001583977,NEUROGENE INC,NGNE,64135M105,0,0,0.0,0.0,2024-12-31,2025-02-14,PHARMACEUTICAL PREPARATIONS
"Cormorant Asset Management, LP",0001583977,LONGBOARD PHARMACEUTICALS IN,LBPH,54300N103,0,0,0.0,0.0,2024-12-31,2025-02-14,PHARMACEUTICAL PREPARATIONS
"Cormorant Asset Management, LP",0001583977,SILENCE THERAPEUTICS PLC,SLN,82686Q101,0,0,0.0,0.0,2024-12-31,2025-02-14,PHARMACEUTICAL PREPARATIONS
"Cormorant Asset Management, LP",0001583977,KORRO BIO INC,KRRO,500946108,0,0,0.0,0.0,2024-12-31,2025-02-14,PHARMACEUTICAL PREPARATIONS
"Darwin Global Management, Ltd.",0001839209,INSMED INC,INSM,457669307,12960538,894795544,84.753,7.4605,2024-12-31,2025-02-14,PHARMACEUTICAL PREPARATIONS
"Darwin Global Management, Ltd.",0001839209,JAZZ PHARMACEUTICALS PLC,JAZZ,G50871105,484515,59668022,5.6516,0.7889,2024-12-31,2025-02-14,PHARMACEUTICAL PREPARATIONS
"Darwin Global Management, Ltd.",0001839209,VERONA PHARMA PLC,VRNA,925050106,810449,37637252,3.5649,0.1243,2024-12-31,2025-02-14,PHARMACEUTICAL PREPARATIONS
"Darwin Global Management, Ltd.",0001839209,GERON CORP,GERN,374163103,9569835,33877216,3.2088,1.4452,2024-12-31,2025-02-14,PHARMACEUTICAL PREPARATIONS
"Darwin Global Management, Ltd.",0001839209,KEROS THERAPEUTICS INC,KROS,492327101,1687135,26707347,2.5297,4.6731,2024-12-31,2025-02-14,PHARMACEUTICAL PREPARATIONS
"Darwin Global Management, Ltd.",0001839209,NURIX THERAPEUTICS INC,NRIX,67080M103,163681,3083750,0.2921,0.2439,2024-12-31,2025-02-14,PHARMACEUTICAL PREPARATIONS
"Darwin Global Management, Ltd.",0001839209,VAXCYTE INC,PCVX,92243G108,0,0,0.0,0.0,2024-12-31,2025-02-14,"BIOLOGICAL PRODUCTS, (NO DIAGNOSTIC SUBSTANCES)"
"Darwin Global Management, Ltd.",0001839209,SUMMIT THERAPEUTICS INC,SMMT,86627T108,0,0,0.0,0.0,2024-12-31,2025-02-14,PHARMACEUTICAL PREPARATIONS
"Frazier Life Sciences Management, L.P.",0001892134,NEWAMSTERDAM PHARMA COMPANY,NAMS,N62509109,15916418,409051943,16.9787,16.7976,2024-12-31,2025-02-18,PHARMACEUTICAL PREPARATIONS
"Frazier Life Sciences Management, L.P.",0001892134,MIRUM PHARMACEUTICALS INC,MIRM,604749101,6570392,271685709,11.277,13.7506,2024-12-31,2025-02-18,PHARMACEUTICAL PREPARATIONS
"Frazier Life Sciences Management, L.P.",0001892134,VERONA PHARMA PLC,VRNA,925050106,3383950,157150638,6.5229,0.5191,2024-12-31,2025-02-18,PHARMACEUTICAL PREPARATIONS
"Frazier Life Sciences Management, L.P.",0001892134,KRYSTAL BIOTECH INC,KRYS,501147102,788460,123520144,5.127,2.7457,2024-12-31,2025-02-18,"BIOLOGICAL PRODUCTS, (NO DIAGNOSTIC SUBSTANCES)"
"Frazier Life Sciences Management, L.P.",0001892134,ARCUTIS BIOTHERAPEUTICS INC,ARQT,03969K108,8785284,122379006,5.0797,7.0677,2024-12-31,2025-02-18,PHARMACEUTICAL PREPARATIONS
"Frazier Life Sciences Management, L.P.",0001892134,DISC MEDICINE INC,IRON,254604101,1754834,111256476,4.618,5.8621,2024-12-31,2025-02-18,BLANK CHECKS
"Frazier Life Sciences Management, L.P.",0001892134,MBX BIOSCIENCES INC,,55287L101,5985347,110309945,4.5787,0.0,2024-12-31,2025-02-18,
"Frazier Life Sciences Management, L.P.",0001892134,RHYTHM PHARMACEUTICALS INC,RYTM,76243J105,1869808,104671852,4.3447,3.0542,2024-12-31,2025-02-18,PHARMACEUTICAL PREPARATIONS
"Frazier Life Sciences Management, L.P.",0001892134,BRIDGEBIO PHARMA INC,BBIO,10806X102,3800457,104284540,4.3286,2.016,2024-12-31,2025-02-18,PHARMACEUTICAL PREPARATIONS
"Frazier Life Sciences Management, L.P.",0001892134,TARSUS PHARMACEUTICALS INC,TARS,87650L103,1587527,87901370,3.6486,4.1361,2024-12-31,2025-02-18,"BIOLOGICAL PRODUCTS, (NO DIAGNOSTIC SUBSTANCES)"
"Frazier Life Sciences Management, L.P.",0001892134,PHATHOM PHARMACEUTICALS INC,PHAT,71722W107,10109279,82087345,3.4072,15.6423,2024-12-31,2025-02-18,PHARMACEUTICAL PREPARATIONS
"Frazier Life Sciences Management, L.P.",0001892134,ERASCA INC,ERAS,29479A108,19391687,48673134,2.0203,6.8671,2024-12-31,2025-02-18,PHARMACEUTICAL PREPARATIONS
"Frazier Life Sciences Management, L.P.",0001892134,VAXCYTE INC,PCVX,92243G108,539405,44155693,1.8328,0.4361,2024-12-31,2025-02-18,"BIOLOGICAL PRODUCTS, (NO DIAGNOSTIC SUBSTANCES)"
"Frazier Life Sciences Management, L.P.",0001892134,TREVI THERAPEUTICS INC,TRVI,89532M101,10664774,43938869,1.8238,10.5548,2024-12-31,2025-02-18,PHARMACEUTICAL PREPARATIONS
"Frazier Life Sciences Management, L.P.",0001892134,REVOLUTION MEDICINES INC,RVMD,76155X100,997455,43628682,1.8109,0.5978,2024-12-31,2025-02-18,"BIOLOGICAL PRODUCTS, (NO DIAGNOSTIC SUBSTANCES)"
"Frazier Life Sciences Management, L.P.",0001892134,KALVISTA PHARMACEUTICALS INC,KALV,483497103,4887867,41400233,1.7184,10.4676,2024-12-31,2025-02-18,PHARMACEUTICAL PREPARATIONS
"Frazier Life Sciences Management, L.P.",0001892134,AGIOS PHARMACEUTICALS INC,AGIO,00847X104,1069754,35152116,1.4591,1.8788,2024-12-31,2025-02-18,PHARMACEUTICAL PREPARATIONS
"Frazier Life Sciences Management, L.P.",0001892134,EDGEWISE THERAPEUTICS INC,EWTX,28036F105,1271245,33942242,1.4089,1.3551,2024-12-31,2025-02-18,PHARMACEUTICAL PREPARATIONS
"Frazier Life Sciences Management, L.P.",0001892134,SOLENO THERAPEUTICS INC,SLNO,834203309,699159,31427197,1.3045,1.6695,2024-12-31,2025-02-18,ELECTROMEDICAL & ELECTROTHERAPEUTIC APPARATUS
"Frazier Life Sciences Management, L.P.",0001892134,ORIC PHARMACEUTICALS INC,ORIC,68622P109,3888238,31378081,1.3024,5.5119,2024-12-31,2025-02-18,PHARMACEUTICAL PREPARATIONS
"Frazier Life Sciences Management, L.P.",0001892134,ULTRAGENYX PHARMACEUTICAL IN,RARE,90400D108,658715,27712140,1.1503,0.6898,2024-12-31,2025-02-18,PHARMACEUTICAL PREPARATIONS
"Frazier Life Sciences Management, L.P.",0001892134,SAVARA INC,SVRA,805111101,8660379,26587364,1.1036,4.088,2024-12-31,2025-02-18,PHARMACEUTICAL PREPARATIONS
"Frazier Life Sciences Management, L.P.",0001892134,CG ONCOLOGY INC,CGON,156944100,770000,22083600,0.9166,1.1468,2024-12-31,2025-02-18,"BIOLOGICAL PRODUCTS, (NO DIAGNOSTIC SUBSTANCES)"
"Frazier Life Sciences Management, L.P.",0001892134,HILLEVAX INC,HLVX,43157M102,10617062,21977318,0.9122,21.4997,2024-12-31,2025-02-18,"BIOLOGICAL PRODUCTS, (NO DIAGNOSTIC SUBSTANCES)"
"Frazier Life Sciences Management, L.P.",0001892134,ANAPTYSBIO INC,ANAB,032724106,1573719,20836040,0.8649,5.4467,2024-12-31,2025-02-18,PHARMACEUTICAL PREPARATIONS
"Frazier Life Sciences Management, L.P.",0001892134,ROCKET PHARMACEUTICALS INC,RCKT,77313F106,1479025,18591344,0.7717,1.5708,2024-12-31,2025-02-18,PHARMACEUTICAL PREPARATIONS
"Frazier Life Sciences Management, L.P.",0001892134,ASCENDIS PHARMA A/S,ASND,04351P101,133333,18355954,0.7619,0.2303,2024-12-31,2025-02-18,PHARMACEUTICAL PREPARATIONS
"Frazier Life Sciences Management, L.P.",0001892134,MEREO BIOPHARMA GROUP PLC,MREO,589492107,5097779,17842227,0.7406,0.6619,2024-12-31,2025-02-18,PHARMACEUTICAL PREPARATIONS
"Frazier Life Sciences Management, L.P.",0001892134,ALKERMES PLC,ALKS,G01767105,601129,17288470,0.7176,0.368,2024-12-31,2025-02-18,PHARMACEUTICAL PREPARATIONS
"Frazier Life Sciences Management, L.P.",0001892134,MERUS N V,MRUS,N5749R100,373100,15688855,0.6512,0.5466,2024-12-31,2025-02-18,PHARMACEUTICAL PREPARATIONS
"Frazier Life Sciences Management, L.P.",0001892134,IMMATICS N.V,IMTX,N44445109,2147911,15271647,0.6339,2.0261,2024-12-31,2025-02-18,"BIOLOGICAL PRODUCTS, (NO DIAGNOSTIC SUBSTANCES)"
"Frazier Life Sciences Management, L.P.",0001892134,PLIANT THERAPEUTICS INC,PLRX,729139105,1120803,14760976,0.6127,1.8455,2024-12-31,2025-02-18,PHARMACEUTICAL PREPARATIONS
"Frazier Life Sciences Management, L.P.",0001892134,DESIGN THERAPEUTICS INC,DSGN,25056L103,1953547,12053385,0.5003,3.4523,2024-12-31,2025-02-18,PHARMACEUTICAL PREPARATIONS
"Frazier Life Sciences Management, L.P.",0001892134,ORUKA THERAPEUTICS INC,ORKA,687604108,583327,11310711,0.4695,1.4534,2024-12-31,2025-02-18,
"Frazier Life Sciences Management, L.P.",0001892134,AUTOLUS THERAPEUTICS PLC,AUTL,05280R100,4623324,10864811,0.451,1.7375,2024-12-31,2025-02-18,"BIOLOGICAL PRODUCTS, (NO DIAGNOSTIC SUBSTANCES)"
"Frazier Life Sciences Management, L.P.",0001892134,MACROGENICS INC,MGNX,556099109,3175665,10320911,0.4284,5.0613,2024-12-31,2025-02-18,PHARMACEUTICAL PREPARATIONS
"Frazier Life Sciences Management, L.P.",0001892134,DAY ONE BIOPHARMACEUTICALS I,DAWN,23954D109,689655,8737929,0.3627,0.7138,2024-12-31,2025-02-18,PHARMACEUTICAL PREPARATIONS
"Frazier Life Sciences Management, L.P.",0001892134,ACADIA PHARMACEUTICALS INC,ACAD,004225108,470338,8630702,0.3582,0.2834,2024-12-31,2025-02-18,PHARMACEUTICAL PREPARATIONS
"Frazier Life Sciences Management, L.P.",0001892134,SILENCE THERAPEUTICS PLC,SLN,82686Q101,1148591,7902306,0.328,0.8192,2024-12-31,2025-02-18,PHARMACEUTICAL PREPARATIONS
"Frazier Life Sciences Management, L.P.",0001892134,PALVELLA THERAPEUTICS INC NE,PVLA,697947109,653892,7846704,0.3257,29.3761,2024-12-31,2025-02-18,PHARMACEUTICAL PREPARATIONS
"Frazier Life Sciences Management, L.P.",0001892134,89BIO INC,ETNB,282559103,1000000,7820000,0.3246,0.9339,2024-12-31,2025-02-18,PHARMACEUTICAL PREPARATIONS
"Frazier Life Sciences Management, L.P.",0001892134,COGENT BIOSCIENCES INC,COGT,19240Q201,936576,7305293,0.3032,0.8502,2024-12-31,2025-02-18,PHARMACEUTICAL PREPARATIONS
"Frazier Life Sciences Management, L.P.",0001892134,NEWAMSTERDAM PHARMA COMPANY,,N62509117,500333,7129745,0.2959,0.0,2024-12-31,2025-02-18,
"Frazier Life Sciences Management, L.P.",0001892134,LEXEO THERAPEUTICS INC,LXEO,52886X107,955515,6287289,0.261,2.89,2024-12-31,2025-02-18,"BIOLOGICAL PRODUCTS, (NO DIAGNOSTIC SUBSTANCES)"
"Frazier Life Sciences Management, L.P.",0001892134,ALLOGENE THERAPEUTICS INC,ALLO,019770106,2867750,6108308,0.2535,1.3709,2024-12-31,2025-02-18,"BIOLOGICAL PRODUCTS, (NO DIAGNOSTIC SUBSTANCES)"
"Frazier Life Sciences Management, L.P.",0001892134,ARVINAS INC,ARVN,04335A105,285331,5469795,0.227,0.3957,2024-12-31,2025-02-18,PHARMACEUTICAL PREPARATIONS
"Frazier Life Sciences Management, L.P.",0001892134,ADVERUM BIOTECHNOLOGIES INC,ADVM,00773U207,1069244,4993369,0.2073,5.1219,2024-12-31,2025-02-18,"BIOLOGICAL PRODUCTS, (NO DIAGNOSTIC SUBSTANCES)"
"Frazier Life Sciences Management, L.P.",0001892134,ELEDON PHARMACEUTICALS INC,ELDN,28617K101,1176735,4848148,0.2012,2.2653,2024-12-31,2025-02-18,PHARMACEUTICAL PREPARATIONS
"Frazier Life Sciences Management, L.P.",0001892134,ELEVATION ONCOLOGY INC,ELEV,28623U101,5993579,3371988,0.14,10.1399,2024-12-31,2025-02-18,"BIOLOGICAL PRODUCTS, (NO DIAGNOSTIC SUBSTANCES)"
"Frazier Life Sciences Management, L.P.",0001892134,IMMUNOCORE HLDGS PLC,IMCR,45258D105,108762,3208479,0.1332,0.2174,2024-12-31,2025-02-18,"BIOLOGICAL PRODUCTS, (NO DIAGNOSTIC SUBSTANCES)"
"Frazier Life Sciences Management, L.P.",0001892134,PUMA BIOTECHNOLOGY INC,PBYI,74587V107,0,0,0.0,0.0,2024-12-31,2025-02-18,PHARMACEUTICAL PREPARATIONS
"Frazier Life Sciences Management, L.P.",0001892134,PEPGEN INC,PEPG,713317105,0,0,0.0,0.0,2024-12-31,2025-02-18,PHARMACEUTICAL PREPARATIONS
"Frazier Life Sciences Management, L.P.",0001892134,PIERIS PHARMACEUTICALS INC,PVLA,720795202,0,0,0.0,0.0,2024-12-31,2025-02-18,PHARMACEUTICAL PREPARATIONS
"Frazier Life Sciences Management, L.P.",0001892134,TYRA BIOSCIENCES INC,TYRA,90240B106,0,0,0.0,0.0,2024-12-31,2025-02-18,PHARMACEUTICAL PREPARATIONS
"Frazier Life Sciences Management, L.P.",0001892134,ACLARIS THERAPEUTICS INC,ACRS,00461U105,0,0,0.0,0.0,2024-12-31,2025-02-18,PHARMACEUTICAL PREPARATIONS
"Frazier Life Sciences Management, L.P.",0001892134,NUVATION BIO INC,NUVB,67080N101,0,0,0.0,0.0,2024-12-31,2025-02-18,PHARMACEUTICAL PREPARATIONS
Logos Global Management LP,0001792126,IDEAYA BIOSCIENCES INC,IDYA,45166A102,3000000,77100000,9.0213,3.4807,2024-12-31,2025-02-14,PHARMACEUTICAL PREPARATIONS
Logos Global Management LP,0001792126,JANUX THERAPEUTICS INC,JANX,47103J105,1250000,66925000,7.8307,2.2882,2024-12-31,2025-02-14,PHARMACEUTICAL PREPARATIONS
Logos Global Management LP,0001792126,REVOLUTION MEDICINES INC,RVMD,76155X100,1450000,63423000,7.421,0.8691,2024-12-31,2025-02-14,"BIOLOGICAL PRODUCTS, (NO DIAGNOSTIC SUBSTANCES)"
Logos Global Management LP,0001792126,CYTOKINETICS INC,CYTK,23282W605,900000,42336000,4.9536,0.7648,2024-12-31,2025-02-14,PHARMACEUTICAL PREPARATIONS
Logos Global Management LP,0001792126,VERA THERAPEUTICS INC,VERA,92337R101,875000,37003750,4.3297,1.5939,2024-12-31,2025-02-14,PHARMACEUTICAL PREPARATIONS
Logos Global Management LP,0001792126,BIONTECH SE,BNTX,09075V102,300000,34185000,3.9999,0.1251,2024-12-31,2025-02-14,"BIOLOGICAL PRODUCTS, (NO DIAGNOSTIC SUBSTANCES)"
Logos Global Management LP,0001792126,MERUS N V,MRUS,N5749R100,750000,31537500,3.6901,1.0988,2024-12-31,2025-02-14,PHARMACEUTICAL PREPARATIONS
Logos Global Management LP,0001792126,ERASCA INC,ERAS,29479A108,12500000,31375000,3.6711,4.4266,2024-12-31,2025-02-14,PHARMACEUTICAL PREPARATIONS
Logos Global Management LP,0001792126,INSMED INC,INSM,457669307,450000,31068000,3.6352,0.259,2024-12-31,2025-02-14,PHARMACEUTICAL PREPARATIONS
Logos Global Management LP,0001792126,OCULAR THERAPEUTIX INC,OCUL,67576A100,3500000,29890000,3.4974,2.0959,2024-12-31,2025-02-14,PHARMACEUTICAL PREPARATIONS
Logos Global Management LP,0001792126,NEUROCRINE BIOSCIENCES INC,NBIX,64125C109,200000,27300000,3.1943,0.1992,2024-12-31,2025-02-14,"BIOLOGICAL PRODUCTS, (NO DIAGNOSTIC SUBSTANCES)"
Logos Global Management LP,0001792126,DESIGN THERAPEUTICS INC,DSGN,25056L103,4217627,26022759,3.0449,7.4533,2024-12-31,2025-02-14,PHARMACEUTICAL PREPARATIONS
Logos Global Management LP,0001792126,VAXCYTE INC,PCVX,92243G108,300000,24558000,2.8735,0.2425,2024-12-31,2025-02-14,"BIOLOGICAL PRODUCTS, (NO DIAGNOSTIC SUBSTANCES)"
Logos Global Management LP,0001792126,AKERO THERAPEUTICS INC,AKRO,00973Y108,800000,22256000,2.6041,1.152,2024-12-31,2025-02-14,PHARMACEUTICAL PREPARATIONS
Logos Global Management LP,0001792126,JAZZ PHARMACEUTICALS PLC,JAZZ,G50871105,175000,21551250,2.5217,0.285,2024-12-31,2025-02-14,PHARMACEUTICAL PREPARATIONS
Logos Global Management LP,0001792126,STRUCTURE THERAPEUTICS INC,GPCR,86366E106,700000,18984000,2.2213,0.4433,2024-12-31,2025-02-14,PHARMACEUTICAL PREPARATIONS
Logos Global Management LP,0001792126,OLEMA PHARMACEUTICALS INC,OLMA,68062P106,3208875,18707741,2.1889,5.6038,2024-12-31,2025-02-14,PHARMACEUTICAL PREPARATIONS
Logos Global Management LP,0001792126,BLUEPRINT MEDICINES CORP,BPMC,09627Y109,200000,17444000,2.0411,0.3156,2024-12-31,2025-02-14,PHARMACEUTICAL PREPARATIONS
Logos Global Management LP,0001792126,TRAVERE THERAPEUTICS INC,TVTX,89422G107,1000000,17420000,2.0383,1.2857,2024-12-31,2025-02-14,PHARMACEUTICAL PREPARATIONS
Logos Global Management LP,0001792126,APELLIS PHARMACEUTICALS INC,APLS,03753U106,500000,15955000,1.8669,0.4035,2024-12-31,2025-02-14,PHARMACEUTICAL PREPARATIONS
Logos Global Management LP,0001792126,SOLENO THERAPEUTICS INC,SLNO,834203309,350000,15732500,1.8408,0.8357,2024-12-31,2025-02-14,ELECTROMEDICAL & ELECTROTHERAPEUTIC APPARATUS
Logos Global Management LP,0001792126,ALKERMES PLC,ALKS,G01767105,500000,14380000,1.6826,0.3061,2024-12-31,2025-02-14,PHARMACEUTICAL PREPARATIONS
Logos Global Management LP,0001792126,APOGEE THERAPEUTICS INC,APGE,03770N101,300000,13590000,1.5901,0.5435,2024-12-31,2025-02-14,"BIOLOGICAL PRODUCTS, (NO DIAGNOSTIC SUBSTANCES)"
Logos Global Management LP,0001792126,ARVINAS INC,ARVN,04335A105,700000,13419000,1.5701,0.9709,2024-12-31,2025-02-14,PHARMACEUTICAL PREPARATIONS
Logos Global Management LP,0001792126,ANNEXON INC,ANNX,03589W102,2550000,13081500,1.5306,1.8223,2024-12-31,2025-02-14,PHARMACEUTICAL PREPARATIONS
Logos Global Management LP,0001792126,DISC MEDICINE INC,IRON,254604101,200000,12680000,1.4837,0.6681,2024-12-31,2025-02-14,BLANK CHECKS
Logos Global Management LP,0001792126,SPYRE THERAPEUTICS INC,SYRE,00773J202,500000,11640000,1.362,0.9825,2024-12-31,2025-02-14,PHARMACEUTICAL PREPARATIONS
Logos Global Management LP,0001792126,EDGEWISE THERAPEUTICS INC,EWTX,28036F105,400000,10680000,1.2496,0.4264,2024-12-31,2025-02-14,PHARMACEUTICAL PREPARATIONS
Logos Global Management LP,0001792126,DYNE THERAPEUTICS INC,DYN,26818M108,450000,10602000,1.2405,0.4461,2024-12-31,2025-02-14,PHARMACEUTICAL PREPARATIONS
Logos Global Management LP,0001792126,PLIANT THERAPEUTICS INC,PLRX,729139105,750000,9877500,1.1557,1.235,2024-12-31,2025-02-14,PHARMACEUTICAL PREPARATIONS
Logos Global Management LP,0001792126,BRIGHT MINDS BIOSCIENCES INC,DRUG,10919W405,245000,8824900,1.0326,5.4896,2024-12-31,2025-02-14,PHARMACEUTICAL PREPARATIONS
Logos Global Management LP,0001792126,Y-MABS THERAPEUTICS INC,YMAB,984241109,1000000,7830000,0.9162,2.2408,2024-12-31,2025-02-14,PHARMACEUTICAL PREPARATIONS
Logos Global Management LP,0001792126,IMMUNOVANT INC,IMVT,45258J102,300000,7431000,0.8695,0.2042,2024-12-31,2025-02-14,"BIOLOGICAL PRODUCTS, (NO DIAGNOSTIC SUBSTANCES)"
Logos Global Management LP,0001792126,GERON CORP,GERN,374163103,2000000,7080000,0.8284,0.302,2024-12-31,2025-02-14,PHARMACEUTICAL PREPARATIONS
Logos Global Management LP,0001792126,ACLARIS THERAPEUTICS INC,ACRS,00461U105,2222222,5511111,0.6448,3.1132,2024-12-31,2025-02-14,PHARMACEUTICAL PREPARATIONS
Logos Global Management LP,0001792126,TREVI THERAPEUTICS INC,TRVI,89532M101,1250000,5150000,0.6026,1.2371,2024-12-31,2025-02-14,PHARMACEUTICAL PREPARATIONS
Logos Global Management LP,0001792126,ASTRIA THERAPEUTICS INC,ATXS,04635X102,500000,4470000,0.523,0.8852,2024-12-31,2025-02-14,PHARMACEUTICAL PREPARATIONS
Logos Global Management LP,0001792126,UNICYCIVE THERAPEUTICS INC,UNCY,90466Y103,5078927,4033684,0.472,5.7103,2024-12-31,2025-02-14,PHARMACEUTICAL PREPARATIONS
Logos Global Management LP,0001792126,AEROVATE THERAPEUTICS INC,AVTE,008064107,1400000,3710000,0.4341,4.8504,2024-12-31,2025-02-14,PHARMACEUTICAL PREPARATIONS
Logos Global Management LP,0001792126,RAPPORT THERAPEUTICS INC,RAPP,75383L102,208910,3706063,0.4336,0.5957,2024-12-31,2025-02-14,PHARMACEUTICAL PREPARATIONS
Logos Global Management LP,0001792126,ATYR PHARMA INC,LIFE,002120202,1000000,3620000,0.4236,1.5133,2024-12-31,2025-02-14,"BIOLOGICAL PRODUCTS, (NO DIAGNOSTIC SUBSTANCES)"
Logos Global Management LP,0001792126,ALLAKOS INC,ALLK,01671P100,2900000,3509000,0.4106,3.2575,2024-12-31,2025-02-14,PHARMACEUTICAL PREPARATIONS
Logos Global Management LP,0001792126,ENLIVEN THERAPEUTICS INC,ELVN,29337E102,140000,3150000,0.3686,0.2901,2024-12-31,2025-02-14,PHARMACEUTICAL PREPARATIONS
Logos Global Management LP,0001792126,SEPTERNA INC,,81734D104,134202,3073226,0.3596,0.0,2024-12-31,2025-02-14,
Logos Global Management LP,0001792126,ARTIVA BIOTHERAPEUTICS INC,ARTV,04317A107,145089,1462497,0.1711,1.2887,2024-12-31,2025-02-14,"BIOLOGICAL PRODUCTS, (NO DIAGNOSTIC SUBSTANCES)"
